terrace	bedrooms	construction_year	date_month	date_year	date_year_month	floor	rooms	price_room	price_surface	price	surface	zip
yes	3.0	1967.0	10	2016	201610	up floor	2.0	224950.0	4971.270718232045	449900	90.5	81541
yes	3.0	1974.0	10	2016	201610	up floor	2.0	224750.0	4966.850828729282	449500	90.5	80939
yes	3.0	1975.8583638583639	10	2016	201610	up floor	2.0	249950.0	5523.7569060773485	499900	90.5	81829
yes	3.0	1988.0	10	2016	201610	up floor	2.0	229500.0	5071.823204419889	459000	90.5	81739
yes	3.0	1995.0	10	2016	201610	up floor	2.0	158750.0	3508.2872928176794	317500	90.5	81539
yes	3.0	1989.0	11	2016	201611	up floor	2.0	124750.0	2756.9060773480664	249500	90.5	81476
yes	3.0	1963.0	11	2016	201611	up floor	2.0	183000.0	4044.1988950276245	366000	90.5	81549
yes	3.0	2008.0	11	2016	201611	up floor	2.0	247000.0	5458.563535911602	494000	90.5	81825
yes	1.0	1894.0	11	2016	201611	up floor	2.0	212500.0	4696.132596685083	425000	90.5	80797
yes	3.0	1975.8583638583639	11	2016	201611	up floor	2.0	213500.0	4718.232044198895	427000	90.5	81673
yes	3.0	1969.0	11	2016	201611	up floor	2.0	247500.0	5469.613259668508	495000	90.5	80807
yes	3.0	1972.0	11	2016	201611	ground floor	2.0	247500.0	5469.613259668508	495000	90.5	80807
yes	1.0	1894.0	11	2016	201611	up floor	2.0	212500.0	4696.132596685083	425000	90.5	80797
yes	3.0	1970.0	11	2016	201611	up floor	2.0	0.0	0.0	0	90.5	82061
yes	1.0	1920.0	11	2016	201611	up floor	2.0	249500.0	5513.812154696133	499000	90.5	81369
yes	2.0	1965.0	11	2016	201611	up floor	3.0	139666.66666666666	4629.834254143647	419000	90.5	80995
yes	4.0	1957.0	11	2016	201611	up floor	2.0	218500.0	4828.729281767955	437000	90.5	81549
yes	3.0	1984.0	11	2016	201611	up floor	4.0	123750.0	5469.613259668508	495000	90.5	82131
yes	3.0	1965.0	11	2016	201611	up floor	2.0	229500.0	5071.823204419889	459000	90.5	81673
yes	3.0	1985.0	11	2016	201611	up floor	2.0	174000.0	3845.303867403315	348000	90.5	85221
yes	1.0	1966.0	11	2016	201611	up floor	2.0	223000.0	4928.176795580111	446000	90.5	82152
yes	1.0	1972.0	11	2016	201611	up floor	2.0	189000.0	4176.795580110497	378000	90.5	82024
yes	3.0	1972.0	11	2016	201611	up floor	2.0	194950.0	4308.287292817679	389900	90.5	82024
yes	3.0	1963.0	11	2016	201611	up floor	2.0	198500.0	4386.740331491713	397000	90.5	82110
yes	1.0	1972.0	11	2016	201611	up floor	2.0	217500.0	4806.629834254144	435000	90.5	82024
yes	1.0	1974.0	11	2016	201611	up floor	2.0	112000.0	2475.1381215469614	224000	90.5	85221
yes	3.0	1975.0	11	2016	201611	up floor	2.0	182500.0	4033.1491712707184	365000	90.5	85609
yes	1.0	1972.0	11	2016	201611	up floor	2.0	189500.0	4187.845303867403	379000	90.5	85521
yes	4.0	2000.0	11	2016	201611	up floor	2.0	245000.0	5414.364640883978	490000	90.5	81927
yes	3.0	1984.0	11	2016	201611	up floor	2.0	250000.0	5524.861878453039	500000	90.5	82194
yes	3.0	1996.0	11	2016	201611	ground floor	2.0	245500.0	5425.414364640884	491000	90.5	85521
yes	2.0	1998.0	11	2016	201611	up floor	3.0	161666.66666666666	5359.116022099448	485000	90.5	82178
yes	1.0	1972.0	11	2016	201611	up floor	2.0	217500.0	4806.629834254144	435000	90.5	82110
yes	3.0	1982.0	11	2016	201611	up floor	4.0	113250.0	5005.524861878453	453000	90.5	82178
yes	3.0	1995.0	11	2016	201611	up floor	2.0	230000.0	5082.8729281767955	460000	90.5	81829
yes	1.0	1975.8583638583639	11	2016	201611	up floor	2.0	149500.0	3303.8674033149173	299000	90.5	85247
yes	1.0	1995.0	11	2016	201611	up floor	2.0	245000.0	5414.364640883978	490000	90.5	82216
yes	3.0	1992.0	11	2016	201611	up floor	2.0	242500.0	5359.116022099448	485000	90.5	82256
yes	1.0	1972.0	11	2016	201611	up floor	2.0	192000.0	4243.093922651934	384000	90.5	85540
yes	3.0	1999.0	11	2016	201611	up floor	2.0	237500.0	5248.618784530387	475000	90.5	80639
yes	1.0	1894.0	11	2016	201611	up floor	2.0	212500.0	4696.132596685083	425000	90.5	80797
yes	1.0	1972.0	11	2016	201611	up floor	2.0	189500.0	4187.845303867403	379000	90.5	85521
yes	1.0	1977.0	11	2016	201611	up floor	2.0	217500.0	4806.629834254144	435000	90.5	82239
yes	3.0	1983.0	11	2016	201611	ground floor	4.0	121250.0	5359.116022099448	485000	90.5	85551
yes	3.0	1968.0	11	2016	201611	up floor	2.0	232500.0	5138.121546961326	465000	90.5	81375
yes	3.0	1969.0	11	2016	201611	up floor	2.0	247500.0	5469.613259668508	495000	90.5	81249
yes	1.0	1976.0	11	2016	201611	ground floor	2.0	199500.0	4408.839779005525	399000	90.5	82194
yes	1.0	2013.0	11	2016	201611	up floor	2.0	247500.0	5469.613259668508	495000	90.5	85221
yes	3.0	2001.0	11	2016	201611	up floor	2.0	250000.0	5524.861878453039	500000	90.5	81829
yes	3.0	1966.0	12	2016	201612	up floor	2.0	229000.0	5060.773480662983	458000	90.5	81243
yes	3.0	1974.0	12	2016	201612	up floor	2.0	242500.0	5359.116022099448	485000	90.5	81925
yes	3.0	1970.0	12	2016	201612	up floor	2.0	239500.0	5292.817679558011	479000	90.5	85521
yes	1.0	2017.0	12	2016	201612	up floor	2.0	249950.0	5523.7569060773485	499900	90.5	81245
yes	3.0	2003.0	12	2016	201612	up floor	2.0	240000.0	5303.867403314917	480000	90.5	85579
yes	3.0	1963.0	12	2016	201612	up floor	2.0	198500.0	4386.740331491713	397000	90.5	82110
yes	4.0	1972.0	12	2016	201612	up floor	2.0	199500.0	4408.839779005525	399000	90.5	82024
yes	3.0	1975.0	12	2016	201612	ground floor	2.0	220000.0	4861.878453038674	440000	90.5	85521
yes	1.0	1978.0	12	2016	201612	up floor	2.0	248500.0	5491.712707182321	497000	90.5	80937
yes	1.0	1972.0	12	2016	201612	up floor	2.0	189500.0	4187.845303867403	379000	90.5	85521
yes	3.0	1995.0	12	2016	201612	up floor	2.0	158750.0	3508.2872928176794	317500	90.5	81539
yes	1.0	1973.0	12	2016	201612	up floor	2.0	164750.0	3640.8839779005525	329500	90.5	81737
yes	1.0	1973.0	12	2016	201612	up floor	2.0	184200.0	4070.718232044199	368400	90.5	81737
yes	3.0	2012.0	12	2016	201612	up floor	2.0	249000.0	5502.762430939227	498000	90.5	82110
yes	3.0	2015.0	12	2016	201612	up floor	2.0	0.0	0.0	0	90.5	81545
yes	1.0	2017.0	12	2016	201612	up floor	2.0	212500.0	4696.132596685083	425000	90.5	82290
yes	3.0	1973.0	12	2016	201612	up floor	2.0	182500.0	4033.1491712707184	365000	90.5	85540
yes	3.0	2016.0	1	2017	201701	up floor	2.0	227500.0	5027.624309392265	455000	90.5	85757
yes	3.0	1972.0	1	2017	201701	up floor	2.0	217500.0	4806.629834254144	435000	90.5	82024
yes	1.0	1977.0	1	2017	201701	up floor	2.0	160000.0	3535.9116022099447	320000	90.5	85640
yes	1.0	1972.0	1	2017	201701	ground floor	2.0	239500.0	5292.817679558011	479000	90.5	80689
yes	3.0	1928.0	1	2017	201701	up floor	2.0	235000.0	5193.370165745856	470000	90.5	81669
yes	3.0	1963.0	1	2017	201701	up floor	2.0	198500.0	4386.740331491713	397000	90.5	82110
yes	2.0	2012.0	1	2017	201701	up floor	2.0	247500.0	5469.613259668508	495000	90.5	82041
yes	3.0	1976.0	1	2017	201701	up floor	2.0	194500.0	4298.342541436464	389000	90.5	82110
yes	3.0	1976.0	1	2017	201701	up floor	2.0	194500.0	4298.342541436464	389000	90.5	82110
yes	1.0	1968.0	1	2017	201701	up floor	2.0	197500.0	4364.640883977901	395000	90.5	81735
yes	1.0	1972.0	1	2017	201701	up floor	2.0	189500.0	4187.845303867403	379000	90.5	85521
yes	3.0	1964.0	1	2017	201701	up floor	2.0	209500.0	4629.834254143647	419000	90.5	81541
yes	1.0	1975.8583638583639	1	2017	201701	up floor	2.0	210000.0	4640.883977900552	420000	90.5	85521
yes	1.0	2017.0	1	2017	201701	ground floor	2.0	249950.0	5523.7569060773485	499900	90.5	81245
yes	3.0	1972.0	1	2017	201701	ground floor	2.0	247500.0	5469.613259668508	495000	90.5	80807
yes	3.0	1967.0	1	2017	201701	up floor	2.0	174500.0	3856.353591160221	349000	90.5	82216
yes	3.0	2017.0	1	2017	201701	up floor	2.0	229500.0	5071.823204419889	459000	90.5	85229
yes	1.0	1975.8583638583639	1	2017	201701	up floor	2.0	216622.5	4787.237569060773	433245	90.5	85229
yes	3.0	1987.0	1	2017	201701	up floor	2.0	235000.0	5193.370165745856	470000	90.5	81829
yes	2.0	1970.0	1	2017	201701	up floor	3.0	131666.66666666666	4364.640883977901	395000	90.5	85221
yes	3.0	1993.0	1	2017	201701	up floor	2.0	249000.0	5502.762430939227	498000	90.5	82008
yes	1.0	1971.0	1	2017	201701	up floor	2.0	215000.0	4751.381215469613	430000	90.5	82194
yes	3.0	1972.0	1	2017	201701	up floor	2.0	215000.0	4751.381215469613	430000	90.5	82008
yes	1.0	1972.0	1	2017	201701	up floor	2.0	217500.0	4806.629834254144	435000	90.5	82024
yes	1.0	1967.0	1	2017	201701	up floor	2.0	247500.0	5469.613259668508	495000	90.5	82110
yes	1.0	1967.0	1	2017	201701	up floor	2.0	247500.0	5469.613259668508	495000	90.5	81241
yes	1.0	1967.0	1	2017	201701	up floor	2.0	247500.0	5469.613259668508	495000	90.5	81249
yes	4.0	2000.0	1	2017	201701	up floor	2.0	225000.0	4972.375690607735	450000	90.5	81927
yes	3.0	1967.0	1	2017	201701	ground floor	2.0	224500.0	4961.325966850829	449000	90.5	81927
yes	3.0	2000.0	1	2017	201701	up floor	2.0	200000.0	4419.889502762431	400000	90.5	81927
yes	1.0	1972.0	1	2017	201701	up floor	2.0	125000.0	2762.4309392265195	250000	90.5	85716
yes	1.0	1973.0	1	2017	201701	up floor	2.0	167500.0	3701.657458563536	335000	90.5	85540
yes	1.0	1977.0	1	2017	201701	up floor	2.0	136500.0	3016.574585635359	273000	90.5	85540
yes	1.0	2000.0	1	2017	201701	up floor	2.0	215000.0	4751.381215469613	430000	90.5	81927
yes	3.0	1975.8583638583639	1	2017	201701	up floor	2.0	247450.0	5468.508287292818	494900	90.5	81245
yes	1.0	1980.0	1	2017	201701	ground floor	2.0	194250.0	4292.817679558011	388500	90.5	85748
yes	1.0	1972.0	1	2017	201701	up floor	2.0	189500.0	4187.845303867403	379000	90.5	85521
yes	3.0	1977.0	1	2017	201701	up floor	2.0	194500.0	4298.342541436464	389000	90.5	82239
yes	1.0	2018.0	1	2017	201701	up floor	2.0	242500.0	5359.116022099448	485000	90.5	85229
yes	1.0	2018.0	1	2017	201701	up floor	2.0	242500.0	5359.116022099448	485000	90.5	85229
yes	1.0	2018.0	1	2017	201701	up floor	2.0	235000.0	5193.370165745856	470000	90.5	85229
yes	1.0	2018.0	1	2017	201701	up floor	2.0	235000.0	5193.370165745856	470000	90.5	85229
yes	1.0	2018.0	1	2017	201701	ground floor	2.0	247500.0	5469.613259668508	495000	90.5	85229
yes	1.0	1974.0	1	2017	201701	up floor	2.0	166500.0	3679.558011049724	333000	90.5	82008
yes	3.0	1971.0	1	2017	201701	up floor	2.0	215000.0	4751.381215469613	430000	90.5	85521
yes	3.0	1975.8583638583639	1	2017	201701	up floor	2.0	220000.0	4861.878453038674	440000	90.5	85521
yes	1.0	1970.0	1	2017	201701	up floor	2.0	205000.0	4530.386740331492	410000	90.5	81247
yes	1.0	1975.8583638583639	2	2017	201702	up floor	2.0	149000.0	3292.817679558011	298000	90.5	81737
yes	3.0	1998.0	2	2017	201702	up floor	2.0	199750.0	4414.364640883978	399500	90.5	81735
yes	1.0	1988.0	2	2017	201702	up floor	2.0	249500.0	5513.812154696133	499000	90.5	81739
yes	1.0	2006.0	2	2017	201702	up floor	2.0	224500.0	4961.325966850829	449000	90.5	85609
yes	3.0	1974.0	2	2017	201702	up floor	2.0	249500.0	5513.812154696133	499000	90.5	82152
yes	1.0	1976.0	2	2017	201702	up floor	2.0	160000.0	3535.9116022099447	320000	90.5	85640
yes	1.0	1966.0	2	2017	201702	up floor	2.0	143000.0	3160.220994475138	286000	90.5	81243
yes	1.0	1995.0	2	2017	201702	up floor	2.0	149500.0	3303.8674033149173	299000	90.5	81539
yes	3.0	1968.0	2	2017	201702	up floor	2.0	229500.0	5071.823204419889	459000	90.5	81735
yes	3.0	1987.0	2	2017	201702	up floor	2.0	235000.0	5193.370165745856	470000	90.5	81829
yes	1.0	1972.0	2	2017	201702	up floor	2.0	189500.0	4187.845303867403	379000	90.5	85521
yes	1.0	1973.0	2	2017	201702	up floor	2.0	175050.0	3868.508287292818	350100	90.5	81737
yes	1.0	1995.0	2	2017	201702	up floor	2.0	237500.0	5248.618784530387	475000	90.5	82216
yes	3.0	2006.0	2	2017	201702	up floor	2.0	0.0	0.0	0	90.5	82064
yes	3.0	1979.0	2	2017	201702	up floor	2.0	237500.0	5248.618784530387	475000	90.5	82008
yes	1.0	1976.0	2	2017	201702	up floor	2.0	125000.0	2762.4309392265195	250000	90.5	80686
yes	3.0	1969.0	3	2017	201703	up floor	2.0	197500.0	4364.640883977901	395000	90.5	85521
yes	1.0	1966.0	3	2017	201703	up floor	2.0	143000.0	3160.220994475138	286000	90.5	81243
yes	3.0	1970.0	3	2017	201703	up floor	2.0	249000.0	5502.762430939227	498000	90.5	82152
yes	3.0	1987.0	3	2017	201703	up floor	2.0	234500.0	5182.32044198895	469000	90.5	81829
yes	4.0	1957.0	3	2017	201703	up floor	2.0	180000.0	3977.9005524861877	360000	90.5	81825
yes	1.0	1964.0	3	2017	201703	up floor	2.0	144500.0	3193.3701657458564	289000	90.5	80939
yes	1.0	1967.0	3	2017	201703	up floor	2.0	190000.0	4198.8950276243095	380000	90.5	80935
yes	3.0	1966.0	3	2017	201703	up floor	2.0	210000.0	4640.883977900552	420000	90.5	81243
yes	3.0	1995.0	3	2017	201703	up floor	2.0	212500.0	4696.132596685083	425000	90.5	80807
yes	2.0	1979.0	3	2017	201703	ground floor	2.0	224500.0	4961.325966850829	449000	90.5	82024
yes	1.0	1970.0	3	2017	201703	up floor	2.0	205000.0	4530.386740331492	410000	90.5	81247
yes	1.0	1972.0	3	2017	201703	up floor	2.0	189500.0	4187.845303867403	379000	90.5	85521
yes	3.0	2008.0	3	2017	201703	up floor	2.0	247000.0	5458.563535911602	494000	90.5	81825
yes	3.0	1972.0	3	2017	201703	up floor	2.0	199500.0	4408.839779005525	399000	90.5	82256
yes	1.0	1976.0	3	2017	201703	up floor	2.0	205000.0	4530.386740331492	410000	90.5	80805
yes	3.0	1964.0	3	2017	201703	up floor	2.0	199500.0	4408.839779005525	399000	90.5	81541
yes	2.0	2017.0	3	2017	201703	ground floor	2.0	244750.0	5408.839779005525	489500	90.5	81827
yes	3.0	2003.0	3	2017	201703	up floor	2.0	240000.0	5303.867403314917	480000	90.5	80937
yes	1.0	1970.0	3	2017	201703	up floor	2.0	245000.0	5414.364640883978	490000	90.5	82131
yes	3.0	1980.0	3	2017	201703	up floor	2.0	199500.0	4408.839779005525	399000	90.5	82178
yes	1.0	1961.0	3	2017	201703	up floor	2.0	189500.0	4187.845303867403	379000	90.5	81475
yes	1.0	1968.0	3	2017	201703	up floor	2.0	234000.0	5171.270718232045	468000	90.5	80995
yes	1.0	1976.0	3	2017	201703	up floor	2.0	125000.0	2762.4309392265195	250000	90.5	80686
yes	3.0	1968.0	3	2017	201703	up floor	2.0	229500.0	5071.823204419889	459000	90.5	81671
yes	1.0	1967.0	3	2017	201703	up floor	2.0	244500.0	5403.314917127072	489000	90.5	81927
yes	1.0	1972.0	3	2017	201703	up floor	2.0	199000.0	4397.790055248619	398000	90.5	85521
yes	1.0	1973.0	3	2017	201703	up floor	2.0	175050.0	3868.508287292818	350100	90.5	81737
yes	1.0	1989.0	4	2017	201704	ground floor	2.0	248875.0	5500.0	497750	90.5	80992
yes	3.0	1977.0	4	2017	201704	up floor	2.0	249000.0	5502.762430939227	498000	90.5	85737
yes	3.0	2007.0	4	2017	201704	up floor	2.0	249500.0	5513.812154696133	499000	90.5	80937
yes	3.0	1971.0	4	2017	201704	up floor	2.0	199500.0	4408.839779005525	399000	90.5	85757
yes	1.0	1971.0	4	2017	201704	up floor	2.0	135000.0	2983.425414364641	270000	90.5	85748
yes	1.0	2000.0	4	2017	201704	up floor	2.0	235000.0	5193.370165745856	470000	90.5	85221
yes	3.0	1998.0	4	2017	201704	up floor	2.0	249500.0	5513.812154696133	499000	90.5	80997
yes	3.0	1969.0	4	2017	201704	up floor	2.0	195000.0	4309.39226519337	390000	90.5	82178
yes	1.0	1973.0	4	2017	201704	up floor	2.0	225000.0	4972.375690607735	450000	90.5	81673
yes	3.0	1967.0	4	2017	201704	up floor	2.0	174500.0	3856.353591160221	349000	90.5	81245
yes	3.0	1972.0	4	2017	201704	ground floor	2.0	114500.0	2530.3867403314916	229000	90.5	85716
yes	2.0	1963.0	4	2017	201704	up floor	2.0	175000.0	3867.403314917127	350000	90.5	81549
yes	1.0	1973.0	4	2017	201704	up floor	2.0	193350.0	4272.92817679558	386700	90.5	81737
yes	1.0	1990.0	4	2017	201704	up floor	2.0	249500.0	5513.812154696133	499000	90.5	81739
yes	2.0	1984.0	4	2017	201704	up floor	2.0	193000.0	4265.193370165746	386000	90.5	81377
yes	2.0	1980.0	4	2017	201704	up floor	2.0	247500.0	5469.613259668508	495000	90.5	82110
yes	3.0	1960.0	4	2017	201704	up floor	2.0	195000.0	4309.39226519337	390000	90.5	85521
yes	1.0	1973.0	4	2017	201704	ground floor	2.0	247500.0	5469.613259668508	495000	90.5	81737
yes	1.0	1973.0	4	2017	201704	up floor	2.0	175050.0	3868.508287292818	350100	90.5	81737
yes	1.0	1975.8583638583639	4	2017	201704	up floor	2.0	210000.0	4640.883977900552	420000	90.5	85521
yes	4.0	1970.0	4	2017	201704	ground floor	2.0	225000.0	4972.375690607735	450000	90.5	82256
yes	1.0	1995.0	4	2017	201704	up floor	2.0	217000.0	4795.580110497238	434000	90.5	82216
yes	3.0	1920.0	5	2017	201705	up floor	2.0	247750.0	5475.138121546961	495500	90.5	80779
yes	3.0	2005.0	5	2017	201705	up floor	2.0	197500.0	4364.640883977901	395000	90.5	81829
yes	3.0	1971.0	5	2017	201705	up floor	2.0	225000.0	4972.375690607735	450000	90.5	81735
yes	1.0	1974.0	5	2017	201705	up floor	2.0	224500.0	4961.325966850829	449000	90.5	85521
yes	3.0	1975.8583638583639	5	2017	201705	up floor	2.0	230000.0	5082.8729281767955	460000	90.5	81735
yes	3.0	1972.0	5	2017	201705	ground floor	2.0	247500.0	5469.613259668508	495000	90.5	80807
yes	3.0	1910.0	5	2017	201705	up floor	2.0	0.0	0.0	0	90.5	81675
yes	3.0	1968.0	5	2017	201705	up floor	2.0	222000.0	4906.077348066298	444000	90.5	81671
yes	3.0	1968.0	5	2017	201705	up floor	2.0	222000.0	4906.077348066298	444000	90.5	81735
yes	3.0	1972.0	6	2017	201706	ground floor	2.0	247500.0	5469.613259668508	495000	90.5	80807
yes	3.0	1959.0	6	2017	201706	up floor	2.0	222500.0	4917.1270718232045	445000	90.5	80686
yes	2.0	1964.0	6	2017	201706	up floor	3.0	136666.66666666666	4530.386740331492	410000	90.5	82110
yes	3.0	1967.0	6	2017	201706	up floor	2.0	199000.0	4397.790055248619	398000	90.5	81927
yes	1.0	1976.0	6	2017	201706	up floor	2.0	147500.0	3259.6685082872928	295000	90.5	82194
yes	2.0	1988.0	6	2017	201706	up floor	2.0	188500.0	4165.745856353591	377000	90.5	81739
yes	2.0	1992.0	6	2017	201706	ground floor	2.0	205000.0	4530.386740331492	410000	90.5	82210
yes	1.0	1970.0	6	2017	201706	up floor	2.0	249500.0	5513.812154696133	499000	90.5	82061
yes	3.0	2010.0	6	2017	201706	up floor	2.0	0.0	0.0	0	90.5	80333
yes	4.0	1999.0	6	2017	201706	up floor	2.0	240000.0	5303.867403314917	480000	90.5	85570
yes	3.0	1972.0	6	2017	201706	up floor	2.0	219500.0	4850.828729281768	439000	90.5	85598
yes	3.0	1992.0	6	2017	201706	up floor	2.0	234500.0	5182.32044198895	469000	90.5	82256
yes	3.0	1972.0	6	2017	201706	ground floor	2.0	197500.0	4364.640883977901	395000	90.5	82234
yes	1.0	2016.0	6	2017	201706	up floor	2.0	222000.0	4906.077348066298	444000	90.5	85452
yes	1.0	1985.0	6	2017	201706	up floor	2.0	167500.0	3701.657458563536	335000	90.5	82140
yes	1.0	1991.0	6	2017	201706	up floor	2.0	247500.0	5469.613259668508	495000	90.5	82140
yes	3.0	1998.0	6	2017	201706	up floor	2.0	114500.0	2530.3867403314916	229000	90.5	82319
yes	1.0	1992.0	6	2017	201706	up floor	2.0	235000.0	5193.370165745856	470000	90.5	85399
yes	2.0	1965.0	6	2017	201706	up floor	2.0	187500.0	4143.646408839779	375000	90.5	82205
yes	4.0	1978.0	6	2017	201706	up floor	2.0	162500.0	3591.160220994475	325000	90.5	82256
yes	3.0	1981.0	6	2017	201706	up floor	2.0	222500.0	4917.1270718232045	445000	90.5	82237
yes	2.0	1981.0	6	2017	201706	up floor	2.0	114750.0	2535.9116022099447	229500	90.5	82281
yes	1.0	1968.0	6	2017	201706	up floor	2.0	174500.0	3856.353591160221	349000	90.5	85457
yes	3.0	1974.0	6	2017	201706	up floor	2.0	169500.0	3745.8563535911603	339000	90.5	82205
yes	3.0	1993.0	6	2017	201706	up floor	2.0	175000.0	3867.403314917127	350000	90.5	85247
yes	3.0	1993.0	6	2017	201706	up floor	2.0	175000.0	3867.403314917127	350000	90.5	85247
yes	3.0	1995.0	6	2017	201706	up floor	2.0	222500.0	4917.1270718232045	445000	90.5	85570
yes	4.0	1966.0	6	2017	201706	ground floor	2.0	245000.0	5414.364640883978	490000	90.5	85591
yes	3.0	2017.0	6	2017	201706	up floor	2.0	218450.0	4827.624309392265	436900	90.5	85614
yes	3.0	2017.0	6	2017	201706	up floor	2.0	236100.0	5217.67955801105	472200	90.5	85614
yes	3.0	1975.8583638583639	6	2017	201706	up floor	2.0	205000.0	4530.386740331492	410000	90.5	85375
yes	1.0	1986.0	6	2017	201706	up floor	2.0	207500.0	4585.635359116022	415000	90.5	85716
yes	3.0	1968.0	6	2017	201706	up floor	2.0	220000.0	4861.878453038674	440000	90.5	80995
yes	1.0	1972.0	6	2017	201706	up floor	2.0	199350.0	4405.524861878453	398700	90.5	82299
yes	1.0	1975.8583638583639	6	2017	201706	up floor	2.0	90000.0	1988.9502762430939	180000	90.5	81477
yes	2.0	1972.0	6	2017	201706	up floor	2.0	250000.0	5524.861878453039	500000	90.5	82178
yes	3.0	1963.0	6	2017	201706	up floor	2.0	245000.0	5414.364640883978	490000	90.5	81475
yes	3.0	1992.0	6	2017	201706	up floor	2.0	234500.0	5182.32044198895	469000	90.5	82256
yes	2.0	1971.0	6	2017	201706	ground floor	2.0	220000.0	4861.878453038674	440000	90.5	82256
yes	1.0	1968.0	7	2017	201707	up floor	2.0	214000.0	4729.281767955801	428000	90.5	81735
yes	3.0	1968.0	7	2017	201707	ground floor	2.0	234500.0	5182.32044198895	469000	90.5	81249
yes	4.0	1926.0	7	2017	201707	ground floor	2.0	244000.0	5392.265193370165	488000	90.5	81669
yes	3.0	2006.0	7	2017	201707	up floor	2.0	189000.0	4176.795580110497	378000	90.5	85716
yes	3.0	1972.0	7	2017	201707	up floor	2.0	235000.0	5193.370165745856	470000	90.5	82178
yes	1.0	1975.8583638583639	7	2017	201707	up floor	2.0	230000.0	5082.8729281767955	460000	90.5	85521
yes	3.0	1972.0	7	2017	201707	up floor	2.0	200000.0	4419.889502762431	400000	90.5	81373
yes	3.0	1969.0	7	2017	201707	up floor	2.0	250000.0	5524.861878453039	500000	90.5	80937
yes	3.0	1963.0	7	2017	201707	up floor	2.0	224500.0	4961.325966850829	449000	90.5	82110
yes	3.0	1967.0	7	2017	201707	up floor	2.0	192900.0	4262.983425414364	385800	90.5	81541
yes	1.0	1967.0	7	2017	201707	up floor	2.0	0.5	0.011049723756906077	1	90.5	81927
yes	1.0	1977.0	7	2017	201707	up floor	2.0	204000.0	4508.287292817679	408000	90.5	82110
yes	3.0	1987.0	7	2017	201707	up floor	2.0	194500.0	4298.342541436464	389000	90.5	81245
yes	1.0	1959.0	7	2017	201707	ground floor	2.0	240000.0	5303.867403314917	480000	90.5	85521
yes	2.0	1972.0	7	2017	201707	up floor	2.0	240000.0	5303.867403314917	480000	90.5	82178
yes	1.0	1973.0	7	2017	201707	up floor	2.0	189500.0	4187.845303867403	379000	90.5	85716
yes	3.0	1970.0	7	2017	201707	up floor	2.0	242250.0	5353.591160220994	484500	90.5	85540
yes	3.0	1968.0	7	2017	201707	up floor	2.0	199000.0	4397.790055248619	398000	90.5	81735
yes	3.0	1972.0	7	2017	201707	up floor	2.0	199000.0	4397.790055248619	398000	90.5	85521
yes	3.0	1975.0	7	2017	201707	up floor	2.0	220250.0	4867.403314917127	440500	90.5	85609
yes	1.0	1975.8583638583639	7	2017	201707	up floor	2.0	90000.0	1988.9502762430939	180000	90.5	81477
yes	3.0	2017.0	7	2017	201707	up floor	2.0	0.0	0.0	0	90.5	81929
yes	1.0	1910.0	7	2017	201707	up floor	2.0	219678.0	4854.762430939227	439356	90.5	80339
yes	3.0	1970.0	7	2017	201707	up floor	4.0	120000.0	5303.867403314917	480000	90.5	80997
yes	3.0	2005.0	7	2017	201707	up floor	2.0	190000.0	4198.8950276243095	380000	90.5	81829
yes	3.0	1968.0	7	2017	201707	up floor	2.0	214500.0	4740.331491712707	429000	90.5	81735
yes	2.0	1989.0	8	2017	201708	up floor	2.0	249500.0	5513.812154696133	499000	90.5	81739
yes	3.0	1973.0	8	2017	201708	up floor	2.0	242500.0	5359.116022099448	485000	90.5	85716
yes	3.0	1964.0	8	2017	201708	up floor	2.0	199500.0	4408.839779005525	399000	90.5	85521
yes	1.0	1969.0	8	2017	201708	up floor	2.0	249500.0	5513.812154696133	499000	90.5	81671
yes	3.0	1971.0	8	2017	201708	up floor	2.0	235000.0	5193.370165745856	470000	90.5	82110
yes	3.0	1987.0	8	2017	201708	up floor	2.0	199000.0	4397.790055248619	398000	90.5	81739
yes	3.0	1967.0	8	2017	201708	up floor	2.0	249000.0	5502.762430939227	498000	90.5	81477
yes	3.0	1990.0	8	2017	201708	up floor	2.0	209500.0	4629.834254143647	419000	90.5	82256
yes	2.0	1990.0	8	2017	201708	up floor	2.0	242500.0	5359.116022099448	485000	90.5	82008
yes	1.0	1972.0	8	2017	201708	up floor	2.0	210000.0	4640.883977900552	420000	90.5	81247
yes	3.0	1969.0	8	2017	201708	ground floor	2.0	234990.0	5193.149171270718	469980	90.5	81927
yes	1.0	1990.0	8	2017	201708	up floor	2.0	249500.0	5513.812154696133	499000	90.5	81739
yes	1.0	1970.0	8	2017	201708	up floor	2.0	234500.0	5182.32044198895	469000	90.5	82061
yes	3.0	1963.0	8	2017	201708	up floor	2.0	184500.0	4077.3480662983425	369000	90.5	81475
yes	3.0	2003.0	8	2017	201708	up floor	2.0	217500.0	4806.629834254144	435000	90.5	81925
yes	3.0	1969.0	8	2017	201708	up floor	2.0	239500.0	5292.817679558011	479000	90.5	80995
yes	4.0	2018.0	9	2017	201709	up floor	2.0	0.0	0.0	0	90.5	81679
yes	3.0	1966.0	9	2017	201709	up floor	2.0	215000.0	4751.381215469613	430000	90.5	81243
yes	3.0	1974.0	9	2017	201709	up floor	2.0	190000.0	4198.8950276243095	380000	90.5	85221
